"";"X.date_2020.06.26";"X.date_2020.07.13";"X.date_2020.12.16";"X.date_2021.01.23";"X.date_2021.03.23";"X.date_2021.03.24";"X.date_2021.04.04";"X.date_2021.05.20";"X.date_2021.05.21";"X.date_2021.08.21";"X.date_2021.08.23";"X.date_2021.10.19";"X.date_2021.10.21";"X.date_2021.12.03";"X.date_2022.04.20";"X.date_2022.05.09";"X.date_2022.06.16";"X.date_2022.06.23";"X.date_2022.06.25";"X.date_2022.09.19";"X.date_2022.10.25";"X.date_2023.01.15";"X.date_2023.02.05";"X.date_2023.04.05";"X.date_2023.05.22";"X.date_2023.08.10";"X.date_2023.10.27";"X.date_2023.11.29";"X.date_2023.12.19";"X.date_2024.01.28";"X.date_2024.02.10";"X.date_2024.02.17";"X.date_2024.09.26";"X.date_2024.11.12";"X.date_2025.03.21";"X.date_2025.04.15";"X.date_2025.04.27";"X.date_2025.06.03";"X.date_2025.06.19";"X.date_2025.06.29";"X.date_2025.07.07";"X.date_2025.08.06";"X.date_2025.08.07";"X.date_2025.09.12";"X.date_2026.03.11"
"image";-0,2702;0,6487;-0,2301;-0,1042;1,2872;1,3316;0,4233;-1,0001;-0,4004;-0,5808;-0,1925;1,8553;-0,0622;-0,0601;-0,2837;-0,0809;-0,2631;-0,0768;-0,0473;-0,118;-0,0686;-0,0778;-0,0164;-0,1438;2,4001;-0,2376;-0,0475;1,0872;-0,0644;-0,0423;-0,5381;-0,4351;-0,411;-0,0789;-0,0978;-0,0557;-0,0588;-0,0784;-0,0698;-0,2031;-0,2;1,8774;0,4638;-0,1587;-0,0752
"mur";0,5729;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;-0,5;-0,2002;0,435;0,8969;-0,2112;-0,0311;-0,0301;0,555;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;0,8237;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;0,3356;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;0,2769;1,6971;-0,0793;-0,0376
"coeur";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;-0,5417;-0,2169;0,8198;0,839;0,3877;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;2,0413;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;1,1736;-0,0318;1,0311;-0,0378;0,2897;-0,1083;-0,3538;0,8612;-0,0859;-0,0408
"public";0,2671;1,4012;-0,2877;-0,1303;1,1154;1,1584;-0,2572;-1,2503;-0,5005;0,4054;-0,2742;1,525;-0,0778;-0,0751;-0,3546;-0,1011;-0,3289;-0,096;-0,0592;-0,1476;-0,0858;0,6977;-0,0205;0,4699;-0,1766;-0,2971;-0,0594;-0,0463;-0,0805;-0,0529;-0,6726;-0,5439;-0,5138;-0,0987;-0,1222;-0,0696;-0,0735;0,6949;-0,0873;0,3135;2,6201;-0,8165;0,3451;1,1245;0,7106
"loin";0,4101;-0,0874;-0,1822;-0,0825;-0,1272;-0,12;-0,1629;0,2763;0,2857;0,8731;0,1949;0,7617;-0,0493;-0,0476;-0,2246;0,8631;-0,2083;-0,0608;-0,0375;-0,0934;-0,0543;-0,0616;-0,013;0,6372;-0,1118;-0,1881;-0,0376;-0,0293;-0,051;-0,0335;-0,426;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;2,2964;-0,062;-0,0553;-0,1385;-0,1584;-0,169;0,6039;-0,1256;-0,0596
"partout";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;0,4963;-0,1464;0,3825;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;2,2705;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;1,2621;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;0,3931;-0,0661;-0,0313
"royaume";-0,2139;-0,0874;-0,1822;-0,0825;-0,1272;-0,12;-0,1629;-0,7917;-0,317;2,6301;1,818;-0,3344;-0,0493;-0,0476;-0,2246;-0,064;-0,2083;-0,0608;-0,0375;-0,0934;-0,0543;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;-0,0293;-0,051;-0,0335;-0,426;-0,3444;-0,3254;-0,0625;0,7871;-0,0441;-0,0465;-0,062;-0,0553;-0,457;-0,1584;2,3307;0,2031;-0,1256;0,8922
"milieu";0,3095;-0,1196;-0,2493;-0,1129;-0,174;-0,1643;-0,2229;-1,0835;-0,4338;0,8749;-0,2189;0,5585;-0,0674;-0,0651;0,2948;-0,0876;-0,285;-0,0832;-0,0513;-0,1279;-0,0744;-0,0843;-0,0178;-0,1558;1,3232;-0,2574;-0,0515;-0,0402;-0,0697;0,9994;-0,5829;0,541;-0,4453;-0,0855;-0,1059;-0,0603;-0,0637;-0,0849;6,1221;-0,6255;-0,2167;0,6827;0,4194;-0,1719;0,7667
"franc";-0,4617;-0,1887;-0,3932;-0,1781;-0,2744;-0,2591;-0,3515;1,5195;0,3367;-1,2233;-0,4407;-0,7218;-0,1064;-0,1027;-0,1559;-0,1382;-0,4495;-0,1312;-0,0809;0,4301;-0,1173;-0,1329;-0,028;-0,2457;-0,2414;-0,406;-0,0812;-0,0633;-0,11;-0,0723;0,8249;-0,7434;-0,7023;-0,1349;0,4957;-0,0951;-0,1004;-0,1339;-0,1193;-0,9864;-0,3418;14,6595;-0,4204;-0,2711;-0,1286
"situation";-0,3378;-0,1381;1,5654;-0,1303;-0,2008;-0,1895;-0,2572;-1,2503;-0,5005;-0,217;0,3296;-0,5281;-0,0778;-0,0751;0,2533;0,6826;-0,3289;-0,096;-0,0592;-0,1476;-0,0858;-0,0972;-0,0205;-0,1798;-0,1766;3,2889;-0,0594;-0,0463;-0,0805;0,9407;1,2088;0,4578;-0,5138;-0,0987;-0,1222;-0,0696;-0,0735;-0,0979;-0,0873;-0,2889;0,3588;0,9745;-0,261;0,4358;-0,0941
"assurer";-0,2027;-0,0828;-0,1726;-0,0782;-0,1205;-0,1137;-0,1543;1,1204;0,8356;0,5297;0,2087;-0,3168;-0,0467;-0,0451;-0,2127;-0,0607;-0,1973;-0,0576;-0,0355;-0,0885;-0,0515;-0,0583;-0,0123;-0,1078;-0,1059;0,4729;-0,0356;-0,0278;-0,0483;1,1522;-0,4035;-0,3263;-0,3082;-0,0592;-0,0733;1,0379;-0,0441;-0,0588;-0,0524;1,1575;-0,15;-0,1546;-0,4052;-0,119;0,9142
"possible";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;1,5936;1,0754;-0,2266;0,2998;-0,2288;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;1,1127;-0,0229;-0,2914;-0,2357;1,909;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;-0,3538;-0,2926;0,7459;-0,0408
"nouvel";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;0,5434;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;0,3945;3,3192;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"ordre";-0,2252;-0,092;0,4473;-0,0868;-0,1338;-0,1263;-0,1714;-0,8334;-0,3336;0,8119;1,0799;-0,352;-0,0519;-0,0501;-0,2364;-0,0674;-0,2192;-0,064;-0,0394;-0,0984;-0,0572;-0,0648;-0,0137;-0,1198;-0,1177;-0,198;-0,0396;-0,0309;-0,0536;-0,0352;-0,4484;3,9608;0,2632;-0,0658;-0,0815;-0,0464;-0,049;0,8552;-0,0582;-0,1508;-0,1667;0,9278;-0,4503;-0,1322;-0,0627
"perdre";0,3476;-0,1058;-0,2206;-0,0999;-0,1539;-0,1453;-0,1972;0,8137;0,2316;0,3518;-0,1797;-0,4048;-0,0597;-0,0576;-0,2719;-0,0775;-0,2521;-0,0736;-0,0454;-0,1131;-0,0658;-0,0745;-0,0157;-0,1378;-0,1354;-0,2277;-0,0455;-0,0355;-0,0617;-0,0405;0,9723;-0,417;0,2246;-0,0756;-0,0937;-0,0533;-0,0563;-0,0751;3,3253;-0,1896;-0,1917;1,3219;-0,1707;-0,1521;-0,0721
"gaule";-0,3716;-0,1519;-0,3165;-0,1433;-0,2209;-0,2085;-0,2829;-1,3753;-0,5506;0,3308;0,2849;-0,5809;-0,0856;-0,0827;-0,3901;-0,1112;-0,3618;-0,1056;-0,0651;-0,1623;-0,0944;-0,1069;-0,0225;-0,1977;-0,1943;-0,3268;-0,0653;-0,051;-0,0885;-0,0582;12,0812;-0,5983;-0,5652;-0,1085;-0,1345;-0,0765;-0,0808;-0,1077;-0,096;-0,7939;-0,2751;3,9477;0,2994;-0,2182;-0,1035
"évêque";-0,1801;-0,0736;-0,1534;-0,0695;-0,1071;-0,1011;-0,1371;-0,6667;-0,2669;1,673;1,3224;-0,2816;-0,0415;-0,0401;-0,1891;-0,0539;-0,1754;-0,0512;-0,0315;-0,0787;-0,0458;-0,0518;-0,0109;-0,0959;-0,0942;-0,1584;-0,0317;-0,0247;-0,0429;-0,0282;2,146;-0,29;-0,274;-0,0526;0,8558;-0,0371;-0,0392;-0,0522;-0,0465;-0,3849;-0,1334;0,1985;0,7162;-0,1058;-0,0502
"voisin";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;0,4963;1,8092;0,3825;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;0,3714;0,7579;-0,2721;-0,2251;-0,0661;-0,0313
"cela";-0,2815;-0,115;0,3724;0,6553;-0,1673;-0,1579;-0,2143;0,7197;0,6154;-0,3022;-0,2056;-0,44;-0,0648;-0,0626;-0,2955;-0,0842;-0,2741;-0,08;-0,0493;-0,123;0,8187;-0,081;-0,0171;0,535;0,5415;0,362;-0,0495;1,0702;0,8444;1,0156;-0,5605;1,7514;-0,4281;-0,0822;-0,1019;-0,058;-0,0612;-0,0816;-0,0727;0,4056;-0,2084;-0,6804;-0,1954;-0,1653;-0,0784
"empêcher";0,5435;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;-0,5417;-0,2169;0,8198;0,839;-0,2288;-0,0337;-0,0326;0,5258;1,018;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;2,8299;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;0,254;-0,2926;-0,0859;-0,0408
"nouvelle";-0,304;-0,1243;-0,2589;-0,1172;-0,1807;-0,1706;-0,2315;-1,1252;-0,4505;1,2291;0,7846;0,5357;-0,07;-0,0676;0,2836;0,7235;-0,296;0,7438;-0,0532;1,433;-0,0772;-0,0875;-0,0184;-0,1618;1,2935;-0,2673;-0,0535;-0,0417;-0,0724;-0,0476;-0,2196;-0,4895;-0,143;-0,0888;-0,11;0,872;-0,0661;-0,0881;-0,0785;-0,245;1,0328;-0,7349;-0,6079;1,205;0,7518
"tandis_que";-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;-0,7084;-0,2836;1,0129;0,2237;0,3029;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;2,047;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;0,2147;-0,1417;1,0946;1,2882;-0,1124;-0,0533
"parmi";1,3137;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;0,3521;0,2779;0,3635;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;-0,0448;-0,0276;0,8338;-0,04;1,0036;-0,0096;-0,0839;-0,0824;1,4135;-0,0277;-0,0216;-0,0376;-0,0247;0,2886;-0,2538;0,3724;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;0,268;-0,1167;0,2335;-0,3152;-0,0925;-0,0439
"tendance";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;0,4729;0,4055;0,8198;0,839;-0,2288;-0,0337;-0,0326;1,3357;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;1,393;-0,2926;-0,0859;-0,0408
"économique";0,6414;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,8092;1,8904;-0,176;-0,0259;-0,025;0,623;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;0,6907;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"dessiner";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;0,4729;-0,2169;0,8198;1,564;1,0361;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;1,0147;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;0,254;-0,2926;-0,0859;-0,0408
"poursuivre";-0,1576;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;0,3521;0,2779;-0,2464;-0,0363;-0,0351;0,4992;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;1,0818;-0,0247;0,2886;-0,2538;-0,2397;0,9975;-0,057;2,6083;-0,0343;-0,0457;-0,0407;0,7638;0,6278;-0,381;0,2873;-0,0925;1,0172
"britannique";-0,1914;-0,0782;0,5045;-0,0738;-0,1138;-0,1074;-0,1457;0,3286;0,3192;-0,3465;0,2237;-0,2992;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;10,6639;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;-0,4089;-0,1417;1,0946;0,2323;-0,1124;-0,0533
"celui_ci";-0,2139;-0,0874;-0,1822;-0,0825;-0,1272;-0,12;-0,1629;0,2763;0,2857;0,8731;1,134;-0,3344;-0,0493;-0,0476;-0,2246;-0,064;-0,2083;-0,0608;-0,0375;0,7131;-0,0543;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;-0,0293;-0,051;-0,0335;1,1708;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;-0,0465;-0,062;-0,0553;-0,1385;0,5149;-0,5171;1,1666;-0,1256;-0,0596
"étude";-0,1126;-0,046;1,7194;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;0,4963;0,5434;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;1,1886;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"recherche";-0,1464;-0,0598;2,5985;-0,0564;-0,087;-0,0821;-0,1114;0,4729;-0,2169;0,3909;0,839;-0,2288;-0,0337;-0,0326;1,3357;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;0,591;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;-0,3538;-0,2926;0,7459;-0,0408
"remarquer";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;7,9673;-0,4167;-0,1668;0,5434;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"utiliser";-0,2477;-0,1012;0,4148;-0,0955;-0,1472;-0,139;-0,1886;0,866;0,6982;-0,2333;-0,1671;1,2607;-0,0571;-0,0551;-0,26;0,8043;-0,2412;-0,0704;-0,0434;-0,1082;-0,0629;-0,0713;-0,015;-0,1318;-0,1295;0,404;-0,0436;-0,034;-0,059;-0,0388;-0,4932;0,6451;2,0303;-0,0724;-0,0896;-0,051;-0,0539;-0,0718;-0,064;-0,5292;-0,1834;-0,2144;-0,4953;-0,1454;-0,069
"baisser";0,6054;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;0,9908;1,7691;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;1,7517;0,3027;0,3619;-0,0727;-0,0345
"accompagner";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;0,4963;0,5434;0,3825;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;1,4567;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;1,1402;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;2,024;-0,0313
"culturel";-0,1801;-0,0736;0,5264;-0,0695;-0,1071;-0,1011;0,5674;0,3591;0,3381;0,2871;0,2401;0,8825;-0,0415;-0,0401;-0,1891;-0,0539;-0,1754;-0,0512;-0,0315;-0,0787;-0,0458;-0,0518;-0,0109;-0,0959;0,7101;-0,1584;-0,0317;-0,0247;-0,0429;-0,0282;0,2501;-0,29;-0,274;-0,0526;-0,0652;-0,0371;-0,0392;0,9457;-0,0465;1,2867;-0,1334;-0,4354;-0,3602;-0,1058;-0,0502
"massif";0,6414;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,0949;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;1,0603;-0,1813;0,487;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"fonctionner";-0,1126;0,9977;-0,0959;-0,0434;-0,0669;-0,0632;0,7469;-0,4167;-0,1668;1,0949;1,0338;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;1,4005;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;0,8502;-0,0313
"air";-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;0,4854;0,9614;0,4441;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;3,6594;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;0,7206;0,3027;0,3619;-0,0727;-0,0345
"profondément";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;1,5936;1,0754;0,3909;0,839;0,3877;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;0,8157;-0,1083;-0,3538;-0,2926;-0,0859;-0,0408
"climatique";-0,1576;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;2,7054;4,3807;-0,2464;-0,0363;-0,0351;0,4992;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;1,2579;-0,3139;-0,2538;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;-0,381;-0,3152;-0,0925;-0,0439
"influence";0,5729;-0,0552;-0,1151;-0,0521;0,7726;0,7954;-0,1029;0,5205;0,4326;-0,1988;0,3243;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;0,4237;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;1,4874;-0,2701;-0,0793;-0,0376
"débat";0,5166;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;0,3521;0,2779;2,7442;-0,0363;-0,0351;1,2764;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;1,8155;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;-0,3139;0,3541;0,3724;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;-0,381;-0,3152;-0,0925;-0,0439
"conscience";0,4101;-0,0874;-0,1822;-0,0825;-0,1272;-0,12;-0,1629;2,255;1,482;0,4874;0,5843;-0,3344;-0,0493;-0,0476;-0,2246;-0,064;-0,2083;-0,0608;-0,0375;-0,0934;-0,0543;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;-0,0293;-0,051;-0,0335;-0,426;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;-0,0465;-0,062;-0,0553;1,0999;-0,1584;-0,169;-0,4277;-0,1256;-0,0596
"climat";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,8092;1,8904;1,2412;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;0,3931;-0,0661;-0,0313
"poser";-0,1351;-0,0552;-0,1151;0,9467;-0,0803;-0,0758;-0,1029;1,7212;-0,2002;0,435;0,8969;-0,2112;-0,0311;-0,0301;-0,1418;1,0511;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;0,4237;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;0,2769;-0,2701;-0,0793;-0,0376
"maître";0,5166;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;1,2795;0,7866;-0,2464;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;0,2886;0,9592;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;0,683;0,8084;-0,0925;-0,0439
"édition";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;4,0455;1,5936;-0,2169;0,3909;0,2998;-0,2288;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;0,94;-0,0301;-0,0318;-0,0424;1,0789;-0,3127;-0,1083;-0,3538;-0,2926;-0,0859;-0,0408
"découverte";0,6414;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,0949;1,8904;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;0,8899;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,9209;-0,2251;-0,0661;-0,0313
"2019";-0,259;-0,1058;9,1681;-0,0999;-0,1539;-0,1453;-0,1972;-0,1888;0,2316;-0,2555;-0,1797;-0,4048;-0,0597;-0,0576;-0,2719;0,7866;-0,2521;-0,0736;-0,0454;-0,1131;-0,0658;1,9006;-0,0157;3,5996;-0,1354;-0,2277;-0,0455;-0,0355;-0,0617;-0,0405;-0,5157;-0,417;-0,3939;-0,0756;-0,0937;-0,0533;-0,0563;-0,0751;-0,0669;-0,5533;-0,1917;-0,2302;-0,5178;-0,1521;-0,0721
"etats";-0,1126;-0,046;1,7194;-0,0434;-0,0669;-0,0632;0,7469;-0,4167;-0,1668;-0,1464;0,3825;-0,176;-0,0259;-0,025;0,623;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;0,487;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;1,0091;-0,0833;-0,2721;0,3931;-0,0661;-0,0313
