"";"X.date_2020.06.26";"X.date_2020.07.13";"X.date_2020.12.16";"X.date_2021.01.23";"X.date_2021.03.23";"X.date_2021.03.24";"X.date_2021.04.04";"X.date_2021.05.20";"X.date_2021.05.21";"X.date_2021.08.21";"X.date_2021.08.23";"X.date_2021.10.19";"X.date_2021.10.21";"X.date_2021.12.03";"X.date_2022.04.20";"X.date_2022.05.09";"X.date_2022.06.16";"X.date_2022.06.23";"X.date_2022.06.25";"X.date_2022.09.19";"X.date_2022.10.25";"X.date_2023.01.15";"X.date_2023.02.05";"X.date_2023.04.05";"X.date_2023.05.22";"X.date_2023.08.10";"X.date_2023.10.27";"X.date_2023.11.29";"X.date_2023.12.19";"X.date_2024.01.28";"X.date_2024.02.10";"X.date_2024.02.17";"X.date_2024.09.26";"X.date_2024.11.12";"X.date_2025.03.21";"X.date_2025.04.15";"X.date_2025.04.27";"X.date_2025.06.03";"X.date_2025.06.19";"X.date_2025.06.29";"X.date_2025.07.07";"X.date_2025.08.06";"X.date_2025.08.07";"X.date_2025.09.12";"X.date_2026.03.11"
"américain";-0,304;-0,1243;0,9321;-0,1172;0,468;0,4884;2,75;-1,1252;-0,4505;-0,3514;0,3826;0,5357;-0,07;-0,0676;-0,3191;-0,091;0,8388;-0,0864;-0,0532;-0,1328;-0,0772;-0,0875;-0,0184;-0,1618;-0,1589;0,9095;-0,0535;-0,0417;-0,0724;-0,0476;-0,6054;-0,4895;1,7164;-0,0888;-0,11;2,0418;-0,0661;-0,0881;-0,0785;-0,6495;1,0328;-0,7349;-0,221;-0,1785;-0,0847
"sa";-0,5514;-0,17;-0,2222;5,4273;0,254;0,2852;-0,31;-0,6218;-0,3739;0,5569;-0,3307;-1,27;3,8084;1,6101;-1,4527;0,7388;-0,3132;0,3904;1,2533;2,8242;-0,1903;-0,6166;-0,13;-0,287;1,8247;-1,8842;0,2365;1,5148;-0,5105;-0,3354;-0,8145;-3,4499;-3,2589;1,8236;-0,7754;-0,4413;-0,4659;0,7665;-0,5535;-0,3723;-0,5264;-0,4072;2,0978;1,1578;-0,2198
"propre";-0,2139;-0,0874;1,1956;-0,0825;0,5955;0,6171;0,5048;0,2763;0,2857;-0,9223;-0,4417;0,27;-0,0493;-0,0476;-0,2246;-0,064;0,4191;-0,0608;-0,0375;-0,0934;-0,0543;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;1,1848;-0,051;-0,0335;1,1708;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;0,9933;-0,062;-0,0553;-0,1385;-0,1584;-0,5171;1,1666;-0,1256;-0,0596
"femme";-0,4504;-0,1841;7,9552;-0,1737;0,3371;0,3554;-0,3429;0,8105;0,3489;-0,4233;-0,4249;-0,2801;-0,1038;1,6525;-0,1498;-0,1348;0,1967;-0,128;-0,0789;-0,1968;-0,1144;-0,1296;-0,0273;0,3725;-0,2355;0,2231;-0,0792;0,8774;-0,1073;-0,0705;0,4859;-0,7253;-0,6851;-0,1316;0,5045;-0,0928;-0,0979;-0,1306;-0,1164;0,7769;-0,3334;-1,0888;-0,9007;-0,2645;-0,1254
"arabe";0,9668;-0,1012;-0,211;-0,0955;-0,1472;-0,139;-0,1886;5,0295;2,9343;-1,0679;-0,5115;-0,3872;-0,0571;-0,0551;-0,26;-0,0741;1,7773;-0,0704;-0,0434;-0,1082;-0,0629;-0,0713;-0,015;-0,1318;-0,1295;-0,2178;-0,0436;-0,034;-0,059;-0,0388;-0,4932;0,6451;-0,3768;-0,0724;-0,0896;-0,051;-0,0539;-0,0718;-0,064;-0,5292;-0,1834;-0,5987;-0,4953;-0,1454;-0,069
"musulman";0,8469;-0,1196;-0,2493;-0,1129;-0,174;-0,1643;-0,2229;6,0179;3,4668;-1,2621;-0,6045;-0,4577;-0,0674;-0,0651;-0,3073;-0,0876;4,4491;-0,0832;-0,0513;-0,1279;-0,0744;-0,0843;-0,0178;-0,1558;-0,153;-0,2574;-0,0515;-0,0402;-0,0697;-0,0458;-0,5829;-0,4714;-0,4453;-0,0855;-0,1059;-0,0603;-0,0637;-0,0849;-0,0756;-0,6255;-0,2167;-0,7076;-0,5854;-0,1719;-0,0815
"décrire";-0,2252;-0,092;-0,1918;-0,0868;-0,1338;-0,1263;-0,1714;0,9831;0,7623;0,4488;-0,1428;0,2554;-0,0519;-0,0501;-0,2364;-0,0674;1,0568;-0,064;-0,0394;0,6932;-0,0572;-0,0648;-0,0137;-0,1198;-0,1177;-0,198;-0,0396;-0,0309;-0,0536;-0,0352;-0,4484;-0,3626;-0,3425;-0,0658;0,7668;-0,0464;-0,049;-0,0653;-0,0582;1,6913;-0,1667;-0,5443;-0,1355;-0,1322;-0,0627
"avec";-0,4103;-0,5809;-0,4342;0,3483;0,7413;0,5389;2,4193;0,3794;-0,5533;-0,533;-0,7873;-0,6418;-0,6446;-0,2349;0,3013;-0,3691;0,5537;0,2639;-0,4901;0,825;-0,7108;-0,8053;-0,1698;0,3547;-0,4566;-1,6317;-0,4921;0,6573;0,3448;1,7279;0,4344;0,362;1,2254;0,2523;-0,2281;-0,2083;-0,6084;-0,8113;1,0681;-1,1072;0,2929;-0,455;0,7205;1,8608;0,5774
"figure";1,3734;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;-0,5417;-0,2169;0,3909;0,2998;1,0361;-0,0337;-0,0326;-0,1536;-0,0438;2,4362;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;0,7918;-0,1287;-0,0257;1,3451;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;-0,3538;0,3096;-0,0859;-0,0408
"du";3,6697;1,7024;0,3151;-1,5679;0,3945;0,6375;-1,4973;-8,0533;-4,3017;1,1822;0,7593;0,4955;-0,6904;0,4119;-0,3352;-0,2754;-0,8128;3,0509;-0,2229;-2,5511;-0,8133;0,5558;0,5128;3,0177;1,2232;-0,7251;-0,225;-0,5519;-0,7308;-0,6654;-0,3052;2,3414;2,7807;-0,6662;-0,4584;0,4842;-0,6257;0,3567;-0,5215;-3,1846;2,2693;1,0225;-0,7487;-0,3081;-0,3766
"qui";0,3444;-1,5708;-2,0628;-0,6952;0,347;0,4231;-0,4705;6,048;3,2266;-2,4465;-0,8954;0,3755;0,2462;1,0245;0,3576;-1,4761;0,7653;0,431;-0,1949;-0,4339;-0,2599;-0,5782;-0,4612;-2,3058;-0,3469;-3,1722;-1,3366;-0,5086;-0,6639;1,6949;-0,3077;-0,4411;1,5001;-0,3686;0,5346;-0,8992;1,0637;1,1694;-0,7611;1,3825;0,526;-0,7029;-0,5538;-3,4053;0,9442
"à";-0,2992;-0,3195;0,8714;1,8748;0,4409;0,4576;-0,8325;-1,5865;-0,548;-0,8257;0,3081;1,1369;0,5861;0,8562;0,3242;0,8431;-0,887;-1,4599;-0,8191;-0,3139;1,0212;0,4121;-0,9085;1,8096;0,6177;-2,1212;0,4092;0,7259;0,7211;0,3558;0,8476;-0,5516;-0,5667;-1,5358;-0,5004;0,2581;0,4935;-0,4586;2,1071;0,3876;1,3422;-0,9484;0,413;0,9953;-0,2778
"être";-1,0568;-1,417;0,6877;-0,4996;-0,4055;-0,3663;1,4994;0,6925;1,1696;-0,9464;-0,5047;0,6687;2,635;0,3592;-0,3438;-0,5447;7,4225;-0,7891;-1,4019;0,4618;0,7241;-1,0487;0,2772;-0,5314;-1,7054;-0,8214;-2,5859;-0,2503;0,2777;-0,2401;-0,7516;0,591;5,8601;-0,8539;0,4127;-1,3987;0,2711;1,3394;-1,0248;-0,6856;-1,9198;-2,6135;-0,2862;0,2985;0,6837
"plutôt";-0,3153;-0,1289;-0,2685;-0,1216;-0,1874;-0,1769;0,372;-0,2829;-0,4671;2,7604;1,8601;-0,4929;-0,0726;-0,0701;0,7628;-0,0944;0,8135;-0,0896;-0,0552;-0,1377;-0,0801;-0,0907;-0,0191;-0,1678;-0,1648;-0,2772;-0,0554;-0,0433;-0,0751;-0,0493;0,7833;0,4972;-0,4795;-0,0921;-0,1141;-0,0649;-0,0686;-0,0914;-0,0814;-0,2594;0,3812;-0,7621;-0,6304;-0,1851;-0,0878
"que";-0,7687;-1,871;-1,0026;-0,5264;-1,2916;-1,5571;-2,0243;4,4038;2,4292;0,5296;0,6123;0,5898;1,1836;0,5925;0,4834;-1,2526;1,3657;-0,7232;-1,1736;1,4216;-0,5972;0,3473;0,2162;-1,9248;-1,3813;-4,7226;-1,1784;-0,4234;0,3051;-0,5131;-1,6819;0,4181;0,667;0,3352;-0,7082;-0,2126;0,3703;-0,454;-1,0303;1,8686;0,4714;0,775;-1,2923;-0,9353;-0,2379
"où";0,724;-0,4052;-0,8444;0,2326;0,4087;0,4395;1,5331;-0,5298;-0,4546;-1,8811;-0,8053;0,5663;0,3883;1,0388;0,6747;0,3054;1,6416;0,3212;-0,1736;0,1999;-0,2519;-0,2853;-0,0602;-0,5276;0,9363;1,3101;-0,1743;-0,136;-0,2362;0,5222;1,1234;-1,5963;-0,8505;0,3128;-0,3588;-0,2042;-0,2156;0,315;1,6713;0,2867;-0,7339;-0,4257;-0,2673;-0,2107;1,5876
"vous";-0,2729;-0,4559;-0,443;-0,4302;0,3485;0,3773;-0,3755;6,2116;4,0464;-4,8092;-2,3034;5,0694;-0,2569;-0,2481;0,3025;-0,3338;3,7276;-0,317;-0,1954;-0,159;1,5577;-0,321;-0,0677;-0,5936;-0,5831;-0,9809;-0,1962;2,2693;1,6289;-0,1746;-2,2212;-0,2079;-0,9986;-0,3258;-0,4037;-0,2297;-0,2425;0,2797;1,5392;-0,2549;-0,8257;-2,6963;-2,2304;-0,655;-0,3106
"venir";-0,2923;-0,2946;0,7848;-0,278;0,5913;0,6269;-0,5488;-2,6681;-1,0681;0,4384;0,619;-0,5647;-0,1661;-0,1604;0,6083;-0,2158;-0,2806;-0,2049;-0,1263;0,2876;0,4634;-0,2075;-0,0437;-0,3836;0,2365;-0,2399;-0,1268;-0,0989;1,2265;-0,1128;0,6594;1,3332;-1,0964;0,4154;-0,2609;-0,1485;-0,1567;0,4179;-0,1862;0,8867;-0,5336;0,2598;0,6547;0,2057;1,9538
"ce";-2,5976;-0,2166;0,4584;0,2644;-0,542;-0,2963;-0,6483;2,4028;1,8639;-1,304;-1,2793;-0,6517;-1,015;0,41;-0,5556;-0,7103;6,6289;1,5842;0,277;0,5566;-0,5636;-0,6724;-0,2673;2,0856;-0,2427;-2,8723;-0,7749;-0,2244;-1,0497;-0,2752;-3,1072;0,7485;4,2014;-0,3617;-0,2964;-0,9075;-0,2044;0,4753;0,5784;0,6732;-0,6062;0,4684;-1,1616;-1,7405;-0,3307
"j";-0,8022;-0,5896;-1,2286;0,8674;0,5064;0,2569;1,395;1,3571;1,2727;-4,1045;-1,4639;2,7455;0,2719;0,7747;-0,8574;-0,4318;0,6664;0,6164;-0,2527;1,8181;-0,3665;-0,4152;-0,0875;-0,7677;-0,7541;-1,2686;-0,2537;0,4365;-0,3437;0,3921;-2,8726;-0,9945;-0,5742;1,1358;-0,522;-0,2971;-0,3137;-0,4183;0,6766;9,0396;-0,5256;0,4262;-2,8846;0,2381;0,6291
"entendre";0,7484;-0,1381;-0,2877;0,5864;0,4316;0,4514;-0,2572;-1,2503;-0,5005;1,0433;0,3296;-0,1776;-0,0778;-0,0751;-0,3546;-0,1011;0,7662;-0,096;-0,0592;0,5405;-0,0858;-0,0972;-0,0205;0,4699;-0,1766;-0,2971;-0,0594;-0,0463;-0,0805;-0,0529;-0,2594;1,4852;-0,17;-0,0987;-0,1222;-0,0696;-0,0735;-0,0979;-0,0873;0,6617;-0,2501;0,2586;-0,261;-0,1983;-0,0941
"il";-1,2079;-0,479;0,622;-0,627;-1,137;-1,0052;-0,7062;2,9059;1,1803;0,7272;0,6468;-0,8011;-0,3279;0,511;0,5599;-0,5687;3,3842;1,6781;-1,2693;3,3768;0,3866;-0,5254;-0,1345;-2,8571;-2,796;-1,6339;-1,2745;0,7127;0,9887;0,5828;-0,8258;-1,6873;-0,5893;3,3715;0,4093;-0,4737;1,5316;0,4594;-1,8723;-2,1087;-1,1003;-1,1083;0,6561;0,3003;1,732
"y";-0,3952;0,292;-0,5079;-0,284;-0,2607;-0,2329;1,8311;1,8963;1,3612;-1,4216;0,4717;0,5008;0,2073;-0,4063;-0,4379;1,4252;1,2939;0,4766;-0,3199;-0,7978;-0,1473;-0,5256;-0,1108;-0,9719;-0,4473;-0,9297;-0,3212;-0,2506;1,1026;-0,2859;0,3677;-0,2965;0,7524;-0,5335;0,7133;-0,3762;-0,3971;-0,1821;-0,4718;-1,2246;-1,352;0,2797;-0,2468;0,3531;0,4881
"longtemps";0,5729;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;1,7212;0,4326;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;0,5828;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;1,1178;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;0,3138;-0,1;0,2769;0,3343;-0,0793;-0,0376
"dire";-1,3749;-0,5619;-1,171;0,4651;0,253;-0,3256;-0,5106;5,3717;2,6466;-1,3227;-0,2617;0,9464;-0,3167;-0,3059;-0,4429;-0,4115;5,6314;-0,3907;-0,2408;0,3981;-0,3493;0,2234;-0,0834;-0,7317;-0,2925;3,3364;-0,2418;-0,1886;-0,3276;-0,2152;-0,878;-2,2138;-0,8383;0,2194;-0,4975;0,3196;-0,299;2,6335;0,2529;0,3121;-0,229;-1,7225;-1,8738;-0,8073;-0,3828
"je";-0,916;-0,6496;-1,3536;1,2769;0,4368;-0,1759;0,2824;1,4882;1,3851;-4,6579;-2,3387;1,2591;2,7907;0,2542;-1,6684;-0,4757;10,2266;0,5573;-0,2784;2,9418;-0,4037;-0,1438;-0,0964;-0,8458;-0,8308;-0,2168;-0,2795;-0,218;0,2352;0,3605;-1,6046;-0,5054;2,9279;-0,1473;0,4206;-0,3273;-0,3456;-0,1456;0,6154;-2,4389;-0,3038;0,4519;-3,1779;0,4453;-0,1363
"sentir";-0,2815;-0,115;-0,2397;-0,1086;-0,1673;-0,1579;-0,2143;0,7197;0,6154;-0,6162;-0,2056;1,1241;-0,0648;2,0429;-0,2955;-0,0842;0,8932;-0,08;-0,0493;0,608;-0,0715;-0,081;-0,0171;-0,1498;0,5415;-0,2475;-0,0495;-0,0386;-0,0671;-0,0441;-0,1941;-0,4532;-0,4281;-0,0822;0,6797;-0,058;2,0619;-0,0816;-0,0727;0,8258;-0,2084;-0,6804;-0,1954;-0,1653;-0,0784
"chose";-0,518;-0,2117;-0,1342;-0,1998;-0,3079;-0,2907;0,6445;0,6169;0,6019;-0,3411;-0,246;0,2596;0,6193;1,5394;0,4546;-0,155;6,7928;0,5413;-0,0907;-0,2263;-0,1316;-0,1491;-0,0314;-0,2757;-0,2708;-0,4556;-0,0911;-0,0711;-0,1234;-0,0811;-1,0316;-0,8341;0,2714;0,5313;-0,1875;-0,1067;-0,1126;-0,1502;-0,1338;-0,2628;-0,3835;0,2716;-0,2309;-0,3042;-0,1442
"mieux";-0,2139;-0,0874;0,4652;-0,0825;-0,1272;-0,12;1,2809;1,049;0,2857;-0,4107;0,1949;0,27;-0,0493;-0,0476;-0,2246;-0,064;0,4191;-0,0608;-0,0375;-0,0934;-0,0543;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;-0,0293;-0,051;-0,0335;-0,426;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;-0,0465;-0,062;-0,0553;0,5637;-0,1584;0,4917;0,6039;0,6001;-0,0596
"ne";-0,3416;-0,6849;-1,8111;0,5364;-0,2962;-0,5069;-0,5033;0,8705;0,8075;-0,2954;-0,3784;1,1826;1,4441;0,8056;-0,5443;-0,3337;2,3038;-0,8006;0,7999;1,2596;-0,2192;-0,3027;0,2005;-1,5783;-1,1344;-4,1732;-1,2525;-0,4629;0,2654;-0,56;0,5328;2,5955;0,3259;-0,8377;-1,7324;-0,8228;0,3261;0,2938;-1,1177;-0,5538;0,3781;0,3928;0,2933;0,4511;-0,7739
"pas";0,3531;0,3857;-0,884;0,9763;-0,8555;-1,1464;-0,3187;-0,6078;-0,2482;0,3269;-0,3127;2,2634;1,4791;1,5419;-0,5948;-0,2017;5,9249;-0,6822;-0,3379;-0,2735;0,3122;0,2437;-0,2735;-0,6934;-0,425;-2,9531;-0,34;-0,2325;0,6339;0,3177;-1,744;4,641;0,5456;-0,7089;-0,5547;-0,43;-0,214;0,7415;-0,5964;-2,0779;0,311;-0,6584;-1,0341;1,3783;0,2609
"falloir";0,3249;-0,2854;-0,2172;-0,2693;-0,4151;-0,3918;-0,5317;2,9192;2,0652;0,3124;0,3917;-0,2588;-0,1609;-0,1553;0,3023;-0,209;0,6968;0,4356;-0,1223;-0,3051;-0,1774;-0,201;-0,0424;-0,3716;-0,3651;-0,6141;-0,1228;-0,0958;-0,1664;-0,1093;-1,3906;-0,274;0,365;0,4262;0,3554;-0,1438;-0,1518;0,4287;-0,1804;0,3659;-0,174;0,4896;-0,7627;-0,41;-0,1945
"garder";0,4919;-0,069;-0,1438;-0,0651;0,6854;0,7077;-0,1286;0,3929;0,3586;-0,285;-0,3487;-0,264;-0,0389;-0,0376;-0,1773;-0,0505;0,5014;-0,048;-0,0296;-0,0738;-0,0429;0,9752;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;1,4348;-0,2719;0,3502;-0,0493;0,8818;-0,0348;-0,0367;-0,049;-0,0436;0,2485;-0,125;-0,4082;-0,3377;-0,0992;-0,047
"barbarie";-0,3153;-0,1289;0,3362;-0,1216;0,4553;0,4755;-0,24;-0,2829;-0,1456;-1,3592;-0,651;0,5141;-0,0726;-0,0701;-0,331;-0,0944;3,2353;-0,0896;-0,0552;-0,1377;1,8384;-0,0907;-0,0191;1,2515;-0,1648;-0,2772;-0,0554;1,0232;-0,0751;-0,0493;-0,6278;-0,5076;-0,1519;-0,0921;-0,1141;0,8574;4,7446;0,7217;-0,0814;-0,2594;-0,2334;-0,3132;-0,2342;-0,1851;-0,0878
"ça";-0,3716;-0,1519;-0,3165;4,7443;-0,2209;-0,2085;3,3714;-1,3753;-0,5506;-1,602;-0,7673;-0,207;0,7474;-0,0827;-0,3901;-0,1112;5,9348;0,6658;-0,0651;-0,1623;0,7092;-0,1069;-0,0225;0,4368;-0,1943;-0,3268;-0,0653;-0,051;-0,0885;-0,0582;-0,7399;-0,5983;0,4359;1,5903;-0,1345;-0,0765;-0,0808;0,6582;-0,096;-0,7939;0,3286;-0,1703;-0,743;1,053;-0,1035
"m";0,203;1,2164;-0,3644;2,1955;-0,2544;-0,2401;0,2776;1,7049;1,2695;-1,8448;-0,8836;0,7194;-0,0986;-0,0952;-0,4492;-0,1281;1,8397;-0,1216;-0,0749;1,1662;0,6548;-0,1232;-0,026;-0,2277;-0,2237;0,2369;-0,0753;-0,0587;-0,1019;-0,067;-0,8521;-0,689;-0,6509;2,5295;0,523;-0,0881;-0,093;-0,1241;-0,1105;-0,9142;0,789;-0,2281;-0,8556;-0,2513;-0,1192
"frapper";0,2671;-0,1381;-0,2877;-0,1303;-0,2008;-0,1895;-0,2572;-0,3241;-0,163;-0,4296;-0,2742;-0,1776;-0,0778;-0,0751;-0,3546;-0,1011;0,2748;-0,096;-0,0592;-0,1476;-0,0858;-0,0972;-0,0205;-0,1798;-0,1766;9,1872;-0,0594;-0,0463;-0,0805;-0,0529;-0,6726;-0,5439;3,0532;-0,0987;-0,1222;3,2635;-0,0735;-0,0979;-0,0873;-0,7217;-0,2501;-0,8165;0,3451;-0,1983;-0,0941
"comprendre";-0,4054;-0,1657;-0,3453;-0,1563;0,3708;0,3897;0,807;1,8427;1,3422;-0,3345;-0,8371;-0,6337;-0,0934;-0,0902;-0,4256;-0,1213;0,646;-0,1152;-0,071;-0,1771;-0,103;-0,1167;-0,0246;-0,2157;-0,2119;-0,3565;-0,0713;-0,0556;-0,0966;-0,0634;-0,3436;0,3605;0,7919;-0,1184;-0,1467;-0,0835;-0,0881;0,625;-0,1047;0,2331;-0,3001;0,4258;0,564;-0,238;-0,1129
"quelque";-0,3378;-0,1381;0,3148;-0,1303;-0,2008;-0,1895;0,9356;-0,3241;-0,163;1,0433;0,6901;-0,5281;0,7851;0,7989;0,2533;-0,1011;4,0746;0,7026;-0,0592;-0,1476;-0,0858;-0,0972;-0,0205;-0,1798;-0,1766;-0,2971;-0,0594;-0,0463;-0,0805;-0,0529;-0,6726;-0,5439;-0,5138;-0,0987;-0,1222;-0,0696;-0,0735;-0,0979;-0,0873;-0,7217;-0,2501;0,5628;0,3451;-0,1983;-0,0941
"cette";0,59;0,7863;-1,19;-0,8742;0,4326;0,4806;0,4475;0,6606;0,6412;-1,2641;-0,7626;0,5555;-0,1781;-0,1685;-0,4311;-0,6785;-0,3602;-0,2478;-0,397;1,1079;0,4196;-0,6524;-0,1375;-1,2064;-0,6107;-0,4764;-0,3986;-0,311;-0,1879;0,2532;-2,6784;-0,5499;5,9589;-0,2585;0,2509;1,6385;0,5058;0,7174;-0,5856;1,3488;0,7319;0,6174;-0,7004;-1,331;-0,6312
"appartenir";-0,1238;-0,0506;-0,1055;-0,0478;0,8071;0,8302;-0,0943;-0,4583;-0,1835;0,4854;0,9614;1,1653;-0,0285;-0,0275;-0,13;-0,0371;0,6154;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,3408;-0,0917;-0,2993;0,3619;-0,0727;-0,0345
"grand";-1,1154;-0,4559;-0,443;-0,4302;-0,2582;-0,2362;-0,3755;-1,3427;-0,5613;0,6102;0,3843;-0,3535;-0,2569;-0,2481;3,4716;-0,3338;0,9925;-0,317;-0,1954;-0,159;-0,2834;0,775;-0,0677;-0,5936;0,414;-0,9809;-0,1962;-0,153;-0,2658;-0,1746;-0,3572;0,9546;0,4728;0,765;0,2181;-0,2297;-0,2425;-0,3234;-0,2882;1,0653;0,5362;1,1073;-0,2104;-0,655;0,2917
"celui";0,8482;-0,2347;-0,4892;0,3985;-0,3414;-0,3223;-0,4373;-0,3053;0,9021;-0,7025;-0,6055;-0,1741;-0,1323;-0,1278;2,6238;-0,1719;0,4388;0,504;-0,1006;-0,2509;-0,1459;-0,1653;-0,0348;-0,3057;-0,3003;-0,5051;-0,101;-0,0788;0,5682;-0,0899;0,5953;-0,9248;-0,8736;0,4942;-0,2079;-0,1183;3,7022;-0,1665;-0,1484;0,5306;1,1374;1,058;-0,5785;-0,3373;-0,1599
"me";1,9247;-0,1611;-0,3357;0,5297;1,7903;1,0425;0,8265;-0,4348;-0,209;-1,6991;-0,8138;0,3899;-0,0908;-0,0877;-0,4137;-0,118;5,7248;-0,112;-0,069;-0,1722;-0,1001;-0,1134;-0,0239;-0,2097;-0,206;-0,3466;-0,0693;-0,0541;0,7112;2,051;-0,7848;-0,6346;0,4042;0,6329;0,553;-0,0812;-0,0857;-0,1143;-0,1018;0,2447;-0,2918;-0,4388;-0,7881;-0,2314;-0,1097
"toucher";-0,1576;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;-0,2553;0,2779;-0,2464;-0,0363;-0,0351;-0,1655;-0,0472;0,5263;-0,0448;-0,0276;-0,0689;2,4306;-0,0454;-0,0096;-0,0839;-0,0824;2,4621;-0,0277;-0,0216;-0,0376;-0,0247;0,2886;-0,2538;1,0001;-0,046;0,9098;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;0,6278;0,2335;-0,3152;-0,0925;-0,0439
"ma";0,4919;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;0,3929;0,3586;-0,285;-0,3487;0,9294;1,0671;-0,0376;0,4747;-0,0505;3,376;-0,048;-0,0296;1,9187;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;-0,3363;-0,2719;-0,2569;-0,0493;-0,0611;-0,0348;-0,0367;-0,049;-0,0436;-0,3608;-0,125;-0,4082;-0,3377;-0,0992;-0,047
"condition";-0,1351;0,923;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;-0,5;-0,2002;-0,1988;0,3243;-0,2112;-0,0311;-0,0301;0,555;-0,0404;1,4596;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;-0,3266;0,9195;4,6341;-0,0376
"social";0,2872;1,4562;-0,2685;-0,1216;-0,1874;-0,1769;0,9857;0,6008;-0,1456;-0,7245;-0,2461;0,5141;-0,0726;-0,0701;0,273;-0,0944;3,2353;-0,0896;-0,0552;-0,1377;-0,0801;-0,0907;1,3656;-0,1678;-0,1648;-0,2772;-0,0554;-0,0433;-0,0751;-0,0493;-0,6278;-0,5076;-0,4795;-0,0921;-0,1141;-0,0649;-0,0686;-0,0914;-0,0814;-0,6736;-0,2334;0,2892;-0,6304;4,2426;-0,0878
"tant";0,2981;-0,1243;0,9321;-0,1172;-0,1807;-0,1706;0,3839;-0,263;-0,1371;0,2559;0,3826;-0,4753;-0,07;0,841;-0,3191;-0,091;0,8388;0,7438;-0,0532;-0,1328;-0,0772;-0,0875;-0,0184;-0,1618;0,5136;-0,2673;-0,0535;-0,0417;0,8136;-0,0476;-0,6054;-0,4895;-0,143;1,7547;-0,11;-0,0626;-0,0661;-0,0881;0,7814;-0,245;0,3932;-0,7349;0,8133;-0,1785;-0,0847
"enfant";-0,4279;-0,1749;-0,3644;-0,165;-0,2544;-0,2401;-0,3258;-1,5838;-0,634;-0,2039;0,2248;-0,2586;-0,0986;-0,0952;-0,4492;-0,1281;0,6118;-0,1216;-0,0749;-0,1869;-0,1087;-0,1232;-0,026;-0,2277;1,0333;-0,3763;-0,0753;-0,0587;4,0542;-0,067;0,9126;-0,689;-0,2479;-0,125;-0,1549;2,9595;-0,093;-0,1241;-0,1105;-0,1781;-0,3168;-0,2281;-0,3752;9,7239;-0,1192
"france";3,9551;1,6305;5,3507;-0,2519;-0,3883;-0,3665;0,5035;-1,0442;-0,9679;-1,9206;-0,7265;2,6997;-0,1505;-0,1453;-0,2705;1,1295;0,7551;-0,1857;-0,1144;-0,2854;4,3896;-0,188;-0,0396;-0,3476;-0,3415;-0,5745;-0,1149;-0,0896;-0,1556;-0,1022;-1,3008;-1,0518;-0,4705;-0,1908;0,377;-0,1345;-0,142;0,4516;-0,1688;-1,3957;-0,4836;1,2157;-1,3062;1,2403;-0,1819
"quand";-0,7096;-0,29;-0,6043;-0,2737;0,601;0,6368;-0,5403;1,2282;1,0526;-0,3049;-0,4489;0,6188;-0,1635;-0,1579;-0,7449;1,0678;1,6904;0,4301;-0,1243;0,2923;-0,1803;-0,2042;1,0251;-0,3776;0,2408;-0,624;-0,1248;-0,0973;0,4915;-0,1111;-0,7754;0,5908;-0,2532;0,4208;0,3503;-0,1462;-0,1543;2,8854;0,463;-0,2539;-0,5253;-0,3346;-1,4189;-0,4167;-0,1976
